loss,params,iteration,estimators,train_time
0.23401604762835093,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7878722696495764, 'learning_rate': 0.048936410244575575, 'min_child_samples': 410, 'num_leaves': 132, 'reg_alpha': 0.17616663325172033, 'reg_lambda': 0.7234573267040174, 'subsample_for_bin': 180000, 'subsample': 0.5211750033711255}",11,122,31.768147799997678
0.23968500261288983,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.880683867295047, 'learning_rate': 0.19551187838964745, 'min_child_samples': 435, 'num_leaves': 45, 'reg_alpha': 0.2878847550683644, 'reg_lambda': 0.01708657132205149, 'subsample_for_bin': 240000, 'subsample': 0.5170383307975128}",12,167,6555.411555399998
0.22401347223117862,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.890014582561619, 'learning_rate': 0.055447027994085955, 'min_child_samples': 65, 'num_leaves': 61, 'reg_alpha': 0.9748302452710026, 'reg_lambda': 0.23383881520136884, 'subsample_for_bin': 40000, 'subsample': 0.895813092308513}",13,747,3802.2289635000016
0.23070448769433238,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9124225863241522, 'learning_rate': 0.019199675385015214, 'min_child_samples': 225, 'num_leaves': 102, 'reg_alpha': 0.1916434813532829, 'reg_lambda': 0.6896940625642513, 'subsample_for_bin': 200000, 'subsample': 0.7560708555481161}",14,1603,8606.996164599997
0.22954137343518044,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6220082377595529, 'learning_rate': 0.03565154266775181, 'min_child_samples': 225, 'num_leaves': 70, 'reg_alpha': 0.41007410794253185, 'reg_lambda': 0.45276116373350317, 'subsample_for_bin': 280000, 'subsample': 0.7661806376140439}",15,253,39.05731630000082
0.23763777318263057,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6826115664358082, 'learning_rate': 0.17232942613953312, 'min_child_samples': 485, 'num_leaves': 117, 'reg_alpha': 0.010598426894564361, 'reg_lambda': 0.7063665010867298, 'subsample_for_bin': 120000, 'subsample': 0.905149067692514}",16,233,7653.0258846
0.24576047224794817,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.853102917239426, 'learning_rate': 0.011767912024933956, 'min_child_samples': 110, 'num_leaves': 114, 'reg_alpha': 0.3369787449812449, 'reg_lambda': 0.5773835691302064, 'subsample_for_bin': 40000, 'subsample': 1.0}",17,84,23.373551199998474
0.22831000910591726,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7706879189819607, 'learning_rate': 0.03598378193909862, 'min_child_samples': 135, 'num_leaves': 67, 'reg_alpha': 0.9645612747608906, 'reg_lambda': 0.9616204046171472, 'subsample_for_bin': 60000, 'subsample': 0.5253657477796922}",18,237,42.953555599997344
0.23578212385329045,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8464791720356762, 'learning_rate': 0.10875645732896141, 'min_child_samples': 380, 'num_leaves': 112, 'reg_alpha': 0.002436386070584051, 'reg_lambda': 0.09460288039448272, 'subsample_for_bin': 180000, 'subsample': 0.7153773885862027}",19,207,9847.583185200005
0.2552561620365188,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6048404419661536, 'learning_rate': 0.06644368221542607, 'min_child_samples': 85, 'num_leaves': 66, 'reg_alpha': 0.776616518870496, 'reg_lambda': 0.5854944753883532, 'subsample_for_bin': 300000, 'subsample': 1.0}",20,15,8.078228400001535
0.22495891157634884,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9838599975867146, 'learning_rate': 0.026033024221030696, 'min_child_samples': 45, 'num_leaves': 146, 'reg_alpha': 0.6155821240075453, 'reg_lambda': 0.2653362511518287, 'subsample_for_bin': 260000, 'subsample': 0.6786886701166054}",21,273,111.37477010000293
0.22832901441908837,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9884169391204655, 'learning_rate': 0.02715658996205959, 'min_child_samples': 55, 'num_leaves': 149, 'reg_alpha': 0.64690445498918, 'reg_lambda': 0.25425399689536654, 'subsample_for_bin': 80000, 'subsample': 0.9762433559291042}",22,266,102.60342069999751
0.22387405448907816,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.992620054361294, 'learning_rate': 0.02614501630163429, 'min_child_samples': 25, 'num_leaves': 85, 'reg_alpha': 0.9974423315390475, 'reg_lambda': 0.19879676065550067, 'subsample_for_bin': 20000, 'subsample': 0.6889260012312722}",23,464,99.20693089999986
0.23081901038489028,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9424172557878534, 'learning_rate': 0.011073812676866588, 'min_child_samples': 330, 'num_leaves': 86, 'reg_alpha': 0.9984783060474952, 'reg_lambda': 0.17294610705403707, 'subsample_for_bin': 20000, 'subsample': 0.541853375830989}",24,2511,7619.8221615
0.23976312344823458,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9448107281814317, 'learning_rate': 0.1253158055569505, 'min_child_samples': 25, 'num_leaves': 86, 'reg_alpha': 0.9074101074843801, 'reg_lambda': 0.3112915705345864, 'subsample_for_bin': 60000, 'subsample': 0.960608354624163}",25,51,28.542793900000106
0.23255247491032804,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.965114204592064, 'learning_rate': 0.06001225285726527, 'min_child_samples': 300, 'num_leaves': 54, 'reg_alpha': 0.7042796573548544, 'reg_lambda': 0.1851287256930352, 'subsample_for_bin': 40000, 'subsample': 0.7220815287778456}",26,326,6588.029145299995
0.2280379359139204,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9993600251608691, 'learning_rate': 0.026122026930278392, 'min_child_samples': 90, 'num_leaves': 81, 'reg_alpha': 0.9650274832551, 'reg_lambda': 0.18862286347152993, 'subsample_for_bin': 80000, 'subsample': 0.8150719443967176}",27,374,84.90048580001167
0.2187805487572856,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9308497505829825, 'learning_rate': 0.014680138831461886, 'min_child_samples': 25, 'num_leaves': 98, 'reg_alpha': 0.7152488390700174, 'reg_lambda': 0.004226498586527017, 'subsample_for_bin': 20000, 'subsample': 0.6284822348183869}",28,2344,4675.821973800004
0.21806077364712917,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.928115131471192, 'learning_rate': 0.0138025402872822, 'min_child_samples': 20, 'num_leaves': 98, 'reg_alpha': 0.5318871475390947, 'reg_lambda': 0.01085606679454917, 'subsample_for_bin': 80000, 'subsample': 0.6424037582974066}",29,3955,4554.01478859999
0.22901413278169747,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9303948071957984, 'learning_rate': 0.01005950387505797, 'min_child_samples': 155, 'num_leaves': 94, 'reg_alpha': 0.5334272613810294, 'reg_lambda': 0.004532219235459164, 'subsample_for_bin': 100000, 'subsample': 0.6144788832572773}",30,2475,6616.095902299989
0.2259002335581204,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8193507703925029, 'learning_rate': 0.013285951523991703, 'min_child_samples': 90, 'num_leaves': 98, 'reg_alpha': 0.5491924826889888, 'reg_lambda': 0.10882477405406395, 'subsample_for_bin': 60000, 'subsample': 0.6435508046438716}",31,3969,5487.582784499988
0.217598974531108,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9641703003494125, 'learning_rate': 0.01415244945863232, 'min_child_samples': 25, 'num_leaves': 124, 'reg_alpha': 0.6848165073269115, 'reg_lambda': 0.003306554107467951, 'subsample_for_bin': 80000, 'subsample': 0.6337139726296174}",32,4523,5552.5045570000075
0.23141275600081856,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9722580195632904, 'learning_rate': 0.015297725249854077, 'min_child_samples': 205, 'num_leaves': 128, 'reg_alpha': 0.6704320017296241, 'reg_lambda': 0.33940324646470016, 'subsample_for_bin': 140000, 'subsample': 0.5784510438198163}",33,2022,9146.675760299986
0.23009446349596052,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9586615423239048, 'learning_rate': 0.021936701751448743, 'min_child_samples': 295, 'num_leaves': 138, 'reg_alpha': 0.45239282627020627, 'reg_lambda': 0.12180399705102776, 'subsample_for_bin': 100000, 'subsample': 0.7958265401039201}",34,1088,8645.0995961
0.24686117164074617,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9159959600221558, 'learning_rate': 0.01048661357799884, 'min_child_samples': 125, 'num_leaves': 105, 'reg_alpha': 0.5721922211780683, 'reg_lambda': 0.054000009706229896, 'subsample_for_bin': 140000, 'subsample': 1.0}",35,95,28.862324500005343
0.22437220092569787,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8266676779905594, 'learning_rate': 0.012880888925878796, 'min_child_samples': 65, 'num_leaves': 123, 'reg_alpha': 0.09210872166487649, 'reg_lambda': 0.1345601137103838, 'subsample_for_bin': 120000, 'subsample': 0.6768001013203444}",36,1891,6245.530376199997
0.2296530330584743,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7488638558074479, 'learning_rate': 0.030570658082996003, 'min_child_samples': 200, 'num_leaves': 140, 'reg_alpha': 0.4625904762520504, 'reg_lambda': 0.3794126742984529, 'subsample_for_bin': 80000, 'subsample': 0.8014866132055094}",37,488,9594.920830400006
0.2526826599421852,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8665839440579239, 'learning_rate': 0.021707632267377923, 'min_child_samples': 20, 'num_leaves': 123, 'reg_alpha': 0.39762510622995817, 'reg_lambda': 0.8403814849906031, 'subsample_for_bin': 160000, 'subsample': 1.0}",38,46,26.91873239999404
0.23096017323465656,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9056821440896841, 'learning_rate': 0.01660293925139416, 'min_child_samples': 265, 'num_leaves': 108, 'reg_alpha': 0.8464888543840079, 'reg_lambda': 0.0537138339828656, 'subsample_for_bin': 120000, 'subsample': 0.5675397320799833}",39,1610,8213.133753499977
0.22835306418410561,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8024446729202999, 'learning_rate': 0.021715581442021962, 'min_child_samples': 155, 'num_leaves': 133, 'reg_alpha': 0.27675215357283056, 'reg_lambda': 0.3008136881168031, 'subsample_for_bin': 80000, 'subsample': 0.672365184038192}",40,1049,9504.762982199987
0.2519501919004917,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8726683696119708, 'learning_rate': 0.012901629488144096, 'min_child_samples': 350, 'num_leaves': 76, 'reg_alpha': 0.7432288647659895, 'reg_lambda': 0.622624676662066, 'subsample_for_bin': 140000, 'subsample': 1.0}",41,77,16.000498200010043
0.23136476554001328,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9647108511730981, 'learning_rate': 0.04952131638168813, 'min_child_samples': 195, 'num_leaves': 93, 'reg_alpha': 0.5093843276653339, 'reg_lambda': 0.39366533320053043, 'subsample_for_bin': 100000, 'subsample': 0.603462680028372}",42,534,8751.792668300011
0.2295685589405343,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.899464776338681, 'learning_rate': 0.010059445757240937, 'min_child_samples': 110, 'num_leaves': 121, 'reg_alpha': 0.8329280007870653, 'reg_lambda': 0.05448462039217174, 'subsample_for_bin': 40000, 'subsample': 0.5233311870855666}",43,2096,7186.679215499986
0.22101586807313256,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6736019710120711, 'learning_rate': 0.04150110013096059, 'min_child_samples': 40, 'num_leaves': 144, 'reg_alpha': 0.6615058547775108, 'reg_lambda': 0.48621070152100543, 'subsample_for_bin': 180000, 'subsample': 0.5001463279221208}",44,609,6173.706916499999
0.2327890188009446,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7005475623724842, 'learning_rate': 0.07526086918401727, 'min_child_samples': 450, 'num_leaves': 78, 'reg_alpha': 0.6036046236522152, 'reg_lambda': 0.5042312909524111, 'subsample_for_bin': 60000, 'subsample': 0.6763391833608817}",45,371,7487.5219862000085
0.24661186665032442,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9230798684759092, 'learning_rate': 0.031279761835811666, 'min_child_samples': 80, 'num_leaves': 129, 'reg_alpha': 0.24181362792257044, 'reg_lambda': 0.9394557631837235, 'subsample_for_bin': 160000, 'subsample': 1.0}",46,31,18.11870269998326
0.2280148405046578,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8010161854857138, 'learning_rate': 0.019838109628701493, 'min_child_samples': 145, 'num_leaves': 54, 'reg_alpha': 0.1156644426988997, 'reg_lambda': 0.14576385409467052, 'subsample_for_bin': 100000, 'subsample': 0.7682789619569756}",47,2443,4316.400850200007
0.2311092981381473,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8396430108793824, 'learning_rate': 0.01522950040670849, 'min_child_samples': 175, 'num_leaves': 110, 'reg_alpha': 0.39641289387750767, 'reg_lambda': 0.2276184411881355, 'subsample_for_bin': 220000, 'subsample': 0.5694586042692286}",48,1823,8255.91313500001
0.2453136837845823,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6377349134832455, 'learning_rate': 0.01707672515807047, 'min_child_samples': 250, 'num_leaves': 104, 'reg_alpha': 0.910597329887203, 'reg_lambda': 0.004725973957977452, 'subsample_for_bin': 140000, 'subsample': 1.0}",49,58,13.362699400022393
0.22792622175601196,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8821273969901244, 'learning_rate': 0.011849821006618225, 'min_child_samples': 110, 'num_leaves': 137, 'reg_alpha': 0.3178983645271972, 'reg_lambda': 0.6567760281394481, 'subsample_for_bin': 200000, 'subsample': 0.7161147960118379}",50,1219,8187.910285799997
0.23408647908304414,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7833097907631917, 'learning_rate': 0.16377541778456595, 'min_child_samples': 45, 'num_leaves': 97, 'reg_alpha': 0.7518388699454361, 'reg_lambda': 0.09031584573033324, 'subsample_for_bin': 40000, 'subsample': 0.8470284871772323}",51,599,4792.551751999999
0.23167899398905845,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9475957117137317, 'learning_rate': 0.029251365796789004, 'min_child_samples': 375, 'num_leaves': 116, 'reg_alpha': 0.8156696942659223, 'reg_lambda': 0.8462247382620041, 'subsample_for_bin': 120000, 'subsample': 0.6640694198711434}",52,754,7797.723945899983
0.22610732875687933,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7239628977241581, 'learning_rate': 0.03380245704670264, 'min_child_samples': 75, 'num_leaves': 150, 'reg_alpha': 0.43450640406873203, 'reg_lambda': 0.7635148620984916, 'subsample_for_bin': 80000, 'subsample': 0.6132302689736082}",53,150,55.209003299998585
0.24634081598235036,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8614382161465017, 'learning_rate': 0.023966178287267676, 'min_child_samples': 125, 'num_leaves': 119, 'reg_alpha': 0.35876702035979907, 'reg_lambda': 0.41038272207925053, 'subsample_for_bin': 60000, 'subsample': 1.0}",54,41,16.47510570002487
0.22989822068549726,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9762103895272047, 'learning_rate': 0.039216969837176104, 'min_child_samples': 250, 'num_leaves': 38, 'reg_alpha': 0.5026270544296292, 'reg_lambda': 0.3360320193468951, 'subsample_for_bin': 20000, 'subsample': 0.594487485096312}",55,1703,4304.961833100009
0.23533856656583674,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9999926066504018, 'learning_rate': 0.04652198731548693, 'min_child_samples': 295, 'num_leaves': 90, 'reg_alpha': 0.6323354489561996, 'reg_lambda': 0.26565049250076744, 'subsample_for_bin': 240000, 'subsample': 0.8936801856980701}",56,137,48.097859000001336
0.2261928935671106,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7519203114667636, 'learning_rate': 0.019568369408918117, 'min_child_samples': 105, 'num_leaves': 74, 'reg_alpha': 0.5791974731200182, 'reg_lambda': 0.08078201168993293, 'subsample_for_bin': 160000, 'subsample': 0.84732949036274}",57,2420,4643.459213800001
0.2306337017646446,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8917916080667997, 'learning_rate': 0.10682781213408221, 'min_child_samples': 65, 'num_leaves': 57, 'reg_alpha': 0.7045419135076284, 'reg_lambda': 0.02723631013865394, 'subsample_for_bin': 60000, 'subsample': 0.6405636646501953}",58,306,3661.1287163999805
0.2521336736111499,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8123710153863404, 'learning_rate': 0.014150624211624739, 'min_child_samples': 465, 'num_leaves': 132, 'reg_alpha': 0.22167947131952875, 'reg_lambda': 0.2214850726782583, 'subsample_for_bin': 120000, 'subsample': 1.0}",59,70,13.65703719999874
0.23040190238549396,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9541175083055833, 'learning_rate': 0.016408953919460796, 'min_child_samples': 185, 'num_leaves': 101, 'reg_alpha': 0.9411527668617927, 'reg_lambda': 0.5065473591749263, 'subsample_for_bin': 100000, 'subsample': 0.578631000772156}",60,447,117.48652979999315
0.2217300533852976,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8408735214761496, 'learning_rate': 0.01120916220485872, 'min_child_samples': 35, 'num_leaves': 107, 'reg_alpha': 0.8730093573035785, 'reg_lambda': 0.1496279028254341, 'subsample_for_bin': 180000, 'subsample': 0.5493802649004395}",61,2761,5052.245122099994
0.23068043792931525,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7682077412907992, 'learning_rate': 0.05488891715401354, 'min_child_samples': 400, 'num_leaves': 47, 'reg_alpha': 0.5276136569713936, 'reg_lambda': 0.3007680889208468, 'subsample_for_bin': 20000, 'subsample': 0.9768677332546397}",62,525,6031.130625799997
0.24280138316142885,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9342887253215568, 'learning_rate': 0.14433370670904172, 'min_child_samples': 230, 'num_leaves': 83, 'reg_alpha': 0.48553268594764765, 'reg_lambda': 0.4511072259702767, 'subsample_for_bin': 300000, 'subsample': 0.747575239790986}",63,28,23.985214599990286
0.23313204152647293,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9068210387116539, 'learning_rate': 0.07250663717695097, 'min_child_samples': 320, 'num_leaves': 90, 'reg_alpha': 0.6800618212253277, 'reg_lambda': 0.544724300992219, 'subsample_for_bin': 40000, 'subsample': 0.7044650370448221}",64,310,8732.6851379
0.25089693762235366,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9842339231426548, 'learning_rate': 0.017878942083137214, 'min_child_samples': 215, 'num_leaves': 71, 'reg_alpha': 0.5707777849631316, 'reg_lambda': 0.17195554013557515, 'subsample_for_bin': 240000, 'subsample': 1.0}",65,55,15.789848400017945
0.21608408474079233,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9307677617053783, 'learning_rate': 0.014904842773158724, 'min_child_samples': 20, 'num_leaves': 112, 'reg_alpha': 0.725828227114653, 'reg_lambda': 0.02788587646161141, 'subsample_for_bin': 20000, 'subsample': 0.6492485119911108}",66,4132,5064.724734399992
0.22589036279288666,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9197455058790572, 'learning_rate': 0.011950732481454694, 'min_child_samples': 55, 'num_leaves': 112, 'reg_alpha': 0.7865316191546554, 'reg_lambda': 0.02925271390614854, 'subsample_for_bin': 80000, 'subsample': 0.6513974191554641}",67,3967,5568.714230100013
0.22567421484811223,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.881190921064897, 'learning_rate': 0.01434561653756984, 'min_child_samples': 95, 'num_leaves': 126, 'reg_alpha': 0.7681342866844143, 'reg_lambda': 0.10014200552275788, 'subsample_for_bin': 40000, 'subsample': 0.6146094242500307}",68,2271,6966.526810999989
0.21884945324277127,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9384320531673888, 'learning_rate': 0.013172996020630911, 'min_child_samples': 25, 'num_leaves': 117, 'reg_alpha': 0.6268595916531474, 'reg_lambda': 0.03542682827300668, 'subsample_for_bin': 20000, 'subsample': 0.6924687110565466}",69,3361,5244.6608348000445
0.22646823883598033,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9704304417402259, 'learning_rate': 0.02403801829043988, 'min_child_samples': 60, 'num_leaves': 100, 'reg_alpha': 0.7152954332517031, 'reg_lambda': 0.001456052357640781, 'subsample_for_bin': 60000, 'subsample': 0.7259935357289439}",70,891,5264.696103799972
0.22842941264447758,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9553580364651928, 'learning_rate': 0.023714856905909337, 'min_child_samples': 125, 'num_leaves': 142, 'reg_alpha': 0.8024912958170383, 'reg_lambda': 0.07908062799995909, 'subsample_for_bin': 100000, 'subsample': 0.7445287547548723}",71,601,9558.981160199968
0.22867500928110984,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.854389310662703, 'learning_rate': 0.010067706852460208, 'min_child_samples': 155, 'num_leaves': 93, 'reg_alpha': 0.7419290224091166, 'reg_lambda': 0.20487678757546346, 'subsample_for_bin': 40000, 'subsample': 0.5042335706873199}",72,2427,6231.130231200019
0.22221126682409909,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.979897668208729, 'learning_rate': 0.018460141221724492, 'min_child_samples': 35, 'num_leaves': 111, 'reg_alpha': 0.36673032452715004, 'reg_lambda': 0.2578089719294056, 'subsample_for_bin': 80000, 'subsample': 0.5457557170809492}",73,1850,5280.676028000016
0.22419452715148946,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9927904321010732, 'learning_rate': 0.020583870044737825, 'min_child_samples': 50, 'num_leaves': 134, 'reg_alpha': 0.6828598866316472, 'reg_lambda': 0.15755661415713024, 'subsample_for_bin': 20000, 'subsample': 0.6259458746180898}",74,1625,6269.154312699975
0.2292003139557759,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8728695911699622, 'learning_rate': 0.08506291995714763, 'min_child_samples': 75, 'num_leaves': 115, 'reg_alpha': 0.5884207644488255, 'reg_lambda': 0.3609844331086007, 'subsample_for_bin': 140000, 'subsample': 0.777559803342327}",75,355,6291.501387400029
0.22918954336940212,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9261021356308662, 'learning_rate': 0.015995553548846506, 'min_child_samples': 100, 'num_leaves': 125, 'reg_alpha': 0.5435362335728152, 'reg_lambda': 0.11928877356066588, 'subsample_for_bin': 60000, 'subsample': 0.5839567427104246}",76,1898,7283.848281899991
0.22943743045984544,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9142540394036993, 'learning_rate': 0.010956401393512722, 'min_child_samples': 135, 'num_leaves': 129, 'reg_alpha': 0.44079513499486683, 'reg_lambda': 0.05862850247532976, 'subsample_for_bin': 120000, 'subsample': 0.7355913291758426}",77,2051,7966.177464800014
0.22347404309134367,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9448042179098163, 'learning_rate': 0.028743182595640827, 'min_child_samples': 25, 'num_leaves': 96, 'reg_alpha': 0.8992506641288218, 'reg_lambda': 0.20268014659241995, 'subsample_for_bin': 80000, 'subsample': 0.8854643350965277}",78,292,75.10126819997095
0.23047735102472588,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8962045171899271, 'learning_rate': 0.01206243868668807, 'min_child_samples': 170, 'num_leaves': 103, 'reg_alpha': 0.8507107166391221, 'reg_lambda': 0.12656444594046817, 'subsample_for_bin': 40000, 'subsample': 0.6996910305803601}",79,1820,7117.7673540000105
